time,pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,sum_pressure,target_pressure,flow,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency
2024-12-03 16:01:00,0.439,0.438,0.012,0.01,0.408,0.41,2562.0,47.67,47.46,0.01,0.01
2024-12-03 16:01:00,0.442,0.439,0.012,0.01,0.41,0.41,2562.0,47.7,47.46,0.01,0.01
2024-12-03 16:01:00,0.441,0.438,0.012,0.01,0.409,0.41,2562.0,47.65,47.46,0.01,0.01
2024-12-03 16:01:00,0.441,0.439,0.012,0.01,0.41,0.41,2562.0,47.71,47.47,0.02,0.01
2024-12-03 16:01:00,0.44,0.438,0.012,0.01,0.41,0.41,2562.0,47.64,47.47,0.01,0.01
2024-12-03 16:01:00,0.443,0.438,0.012,0.01,0.411,0.41,2562.0,47.64,47.47,0.02,0.01
2024-12-03 16:01:00,0.441,0.439,0.012,0.01,0.41,0.41,2562.0,47.59,47.46,0.01,0.01
2024-12-03 16:01:00,0.441,0.44,0.012,0.01,0.409,0.41,2562.0,47.6,47.47,0.02,0.01
2024-12-03 16:01:00,0.441,0.44,0.012,0.01,0.409,0.41,2562.0,47.69,47.47,0.01,0.01
2024-12-03 16:01:00,0.442,0.44,0.012,0.01,0.41,0.41,2562.0,47.61,47.47,0.02,0.01
2024-12-03 16:01:00,0.44,0.439,0.012,0.01,0.41,0.41,2562.0,47.57,47.47,0.02,0.01
2024-12-03 16:01:00,0.441,0.44,0.012,0.01,0.411,0.41,2562.0,47.61,47.48,0.02,0.01
2024-12-03 16:01:00,0.441,0.441,0.012,0.01,0.411,0.41,2562.0,47.52,47.46,0.02,0.01
2024-12-03 16:01:00,0.44,0.44,0.012,0.01,0.41,0.41,2562.0,47.52,47.47,0.02,0.01
2024-12-03 16:01:00,0.441,0.439,0.012,0.01,0.41,0.41,2562.0,47.58,47.47,0.02,0.01
2024-12-03 16:01:00,0.441,0.44,0.012,0.01,0.411,0.41,2562.0,47.55,47.47,0.02,0.01
2024-12-03 16:01:00,0.442,0.441,0.012,0.01,0.411,0.41,2562.0,47.52,47.44,0.01,0.01
2024-12-03 16:01:00,0.442,0.44,0.012,0.01,0.41,0.41,2562.0,47.57,47.44,0.01,0.01
2024-12-03 16:01:00,0.442,0.441,0.012,0.01,0.411,0.41,2562.0,47.51,47.45,0.01,0.01
2024-12-03 16:01:00,0.442,0.439,0.012,0.01,0.41,0.41,2562.0,47.42,47.42,0.02,0.01
2024-12-03 16:01:00,0.441,0.439,0.012,0.01,0.41,0.41,2562.0,47.49,47.4,0.01,0.01
2024-12-03 16:01:00,0.442,0.439,0.012,0.01,0.41,0.41,2562.0,47.46,47.41,0.02,0.01
2024-12-03 16:01:00,0.439,0.439,0.012,0.01,0.41,0.41,2562.0,47.46,47.41,0.01,0.01
2024-12-03 16:01:00,0.443,0.44,0.012,0.01,0.411,0.41,2562.0,47.49,47.41,0.01,0.01
2024-12-03 16:01:00,0.441,0.44,0.012,0.01,0.411,0.41,2562.0,47.41,47.39,0.01,0.01
2024-12-03 16:01:00,0.44,0.439,0.012,0.01,0.41,0.41,2562.0,47.38,47.36,0.01,0.01
2024-12-03 16:01:00,0.44,0.439,0.012,0.01,0.41,0.41,2562.0,47.39,47.34,0.01,0.01
2024-12-03 16:01:00,0.44,0.44,0.012,0.01,0.41,0.41,2562.0,47.43,47.34,0.02,0.01
2024-12-03 16:01:00,0.442,0.44,0.012,0.01,0.41,0.41,2562.0,47.42,47.33,0.01,0.01
2024-12-03 16:01:00,0.439,0.439,0.012,0.01,0.41,0.41,2562.0,47.36,47.32,0.02,0.01
2024-12-03 16:01:00,0.443,0.442,0.012,0.01,0.412,0.41,2562.0,47.26,47.31,0.02,0.01
2024-12-03 16:01:00,0.446,0.444,0.012,0.01,0.418,0.41,2562.0,46.98,47.22,0.01,0.01
2024-12-03 16:01:00,0.444,0.444,0.012,0.01,0.416,0.41,2562.0,46.48,46.61,0.02,0.01
2024-12-03 16:01:00,0.442,0.441,0.012,0.01,0.413,0.41,2562.0,46.5,46.43,0.02,0.01
2024-12-03 16:01:00,0.442,0.441,0.012,0.01,0.415,0.41,2562.0,46.48,46.39,0.02,0.01
2024-12-03 16:01:00,0.441,0.442,0.012,0.01,0.416,0.41,2562.0,46.27,46.32,0.02,0.01
2024-12-03 16:01:00,0.443,0.444,0.012,0.01,0.417,0.41,2562.0,46.09,46.1,0.01,0.01
2024-12-03 16:01:00,0.444,0.443,0.012,0.01,0.418,0.41,2562.0,45.54,45.55,0.01,0.01
2024-12-03 16:02:00,0.443,0.442,0.012,0.01,0.418,0.41,2562.0,45.55,45.38,0.01,0.01
2024-12-03 16:02:00,0.442,0.441,0.012,0.01,0.418,0.41,2562.0,45.4,45.24,0.02,0.01
2024-12-03 16:02:00,0.443,0.443,0.012,0.01,0.419,0.41,2562.0,45.18,45.07,0.02,0.01
2024-12-03 16:02:00,0.442,0.441,0.012,0.01,0.418,0.41,2562.0,44.7,44.76,0.01,0.01
2024-12-03 16:02:00,0.439,0.438,0.012,0.01,0.415,0.41,2562.0,44.55,44.58,0.01,0.01
2024-12-03 16:02:00,0.441,0.438,0.013,0.01,0.415,0.41,2562.0,44.59,44.56,0.01,0.01
2024-12-03 16:02:00,0.44,0.44,0.013,0.01,0.417,0.41,2562.0,44.35,44.52,0.02,0.01
2024-12-03 16:02:00,0.436,0.436,0.013,0.01,0.414,0.41,2562.0,44.08,44.21,0.01,0.01
2024-12-03 16:02:00,0.437,0.437,0.013,0.01,0.413,0.41,2562.0,44.18,44.17,0.01,0.01
2024-12-03 16:02:00,0.438,0.438,0.013,0.011,0.415,0.41,2562.0,44.06,44.12,0.01,0.01
2024-12-03 16:02:00,0.437,0.437,0.013,0.011,0.415,0.41,2562.0,43.98,44.12,0.01,0.01
2024-12-03 16:02:00,0.436,0.437,0.013,0.011,0.414,0.41,2562.0,43.87,44.0,0.01,0.01
2024-12-03 16:02:00,0.436,0.435,0.013,0.011,0.413,0.41,2562.0,43.8,44.02,0.01,0.01
2024-12-03 16:02:00,0.435,0.437,0.013,0.011,0.413,0.41,2562.0,43.74,43.94,0.01,0.01
2024-12-03 16:02:00,0.434,0.434,0.013,0.011,0.412,0.41,2562.0,43.68,43.9,0.01,0.01
2024-12-03 16:02:00,0.433,0.435,0.013,0.011,0.412,0.41,2562.0,43.7,43.9,0.02,0.01
2024-12-03 16:02:00,0.434,0.434,0.013,0.011,0.412,0.41,2562.0,43.58,43.89,0.02,0.01
2024-12-03 16:02:00,0.435,0.436,0.013,0.011,0.412,0.41,2562.0,43.6,43.88,0.01,0.01
2024-12-03 16:02:00,0.435,0.436,0.013,0.011,0.413,0.41,2562.0,43.44,43.76,0.01,0.01
2024-12-03 16:02:00,0.433,0.433,0.013,0.011,0.411,0.41,2562.0,43.46,43.71,0.01,0.01
2024-12-03 16:02:00,0.434,0.434,0.013,0.011,0.411,0.41,2562.0,43.55,43.72,0.02,0.01
2024-12-03 16:02:00,0.433,0.434,0.013,0.011,0.412,0.41,2562.0,43.44,43.73,0.01,0.01
2024-12-03 16:02:00,0.434,0.435,0.013,0.011,0.412,0.41,2562.0,43.37,43.69,0.01,0.01
2024-12-03 16:02:00,0.434,0.433,0.013,0.011,0.41,0.41,2562.0,43.44,43.67,0.01,0.01
2024-12-03 16:02:00,0.433,0.434,0.013,0.011,0.412,0.41,2562.0,43.33,43.67,0.01,0.01
2024-12-03 16:02:00,0.433,0.434,0.013,0.011,0.412,0.41,2562.0,43.33,43.63,0.01,0.01
