pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency,sum_pressure,target_pressure,flow
0.474,0.467,0.094,0.014,45.04,43.0,19.2,0,0.449,0.45,1327.55
0.473,0.468,0.079,0.014,44.94,42.97,16.81,0,0.449,0.45,1328.13
0.473,0.467,0.052,0.014,45.02,43.02,14.41,0,0.45,0.45,1328.13
0.472,0.465,0.04,0.014,45.08,42.99,11.94,0,0.448,0.45,1324.07
0.471,0.466,0.032,0.014,44.9,43.0,9.61,0,0.45,0.45,1323.5
0.474,0.468,0.021,0.014,45.06,42.96,6.01,0,0.451,0.45,1323.5
0.474,0.467,0.018,0.014,45.2,42.95,4.81,0,0.449,0.45,1323.5
0.47,0.465,0.017,0.014,44.92,42.82,0.85,0,0.447,0.45,1322.92
0.472,0.467,0.017,0.014,44.82,42.95,0.01,0,0.449,0.45,1320.02
0.475,0.468,0.017,0.015,45.06,42.96,0.01,0,0.453,0.45,1326.97
0.472,0.466,0.017,0.014,45.04,42.95,0.01,0,0.449,0.45,1326.97
0.472,0.468,0.017,0.014,45.01,43.02,0.01,0,0.45,0.45,1322.92
0.472,0.466,0.017,0.014,45.06,42.99,0.01,0,0.449,0.45,1318.29
0.472,0.467,0.017,0.014,44.98,42.93,0.01,0,0.449,0.45,1306.13
0.472,0.467,0.017,0.014,44.94,42.99,0.01,0,0.451,0.45,1305.56
0.472,0.469,0.017,0.014,44.96,42.99,0.01,0,0.45,0.45,1300.93
0.472,0.468,0.017,0.015,44.97,42.92,0.01,0,0.451,0.45,1296.88
0.471,0.467,0.017,0.014,45.09,42.99,0.01,0,0.449,0.45,1297.45
0.471,0.466,0.017,0.014,44.96,42.95,0.01,0,0.449,0.45,1298.03
0.472,0.466,0.017,0.014,45.01,43.01,0.01,0,0.45,0.45,1300.93
0.473,0.468,0.017,0.014,45.01,42.99,0.01,0,0.451,0.45,1299.19
0.473,0.467,0.017,0.015,45.09,42.98,0.01,0,0.451,0.45,1301.5
0.472,0.467,0.017,0.015,44.94,42.96,0.01,0,0.449,0.45,1306.71
0.472,0.467,0.017,0.015,45.02,42.96,0.01,0,0.451,0.45,1310.19
0.473,0.468,0.017,0.015,44.99,42.99,0.01,0,0.45,0.45,1312.5
0.473,0.467,0.017,0.015,45.02,42.96,0.01,0,0.449,0.45,1313.08
0.472,0.467,0.017,0.015,44.95,42.97,0.01,0,0.449,0.45,1320.02
0.473,0.467,0.017,0.014,45.03,42.91,0.01,0,0.451,0.45,1319.44
0.47,0.467,0.017,0.015,44.98,42.91,0.01,0,0.449,0.45,1320.6
0.473,0.467,0.017,0.015,44.9,42.93,0.01,0,0.452,0.45,1318.87
0.471,0.467,0.017,0.015,45.04,42.95,0.01,0,0.45,0.45,1314.81
0.474,0.468,0.017,0.015,44.95,42.95,0.01,0,0.449,0.45,1314.81
0.473,0.466,0.017,0.015,45.04,42.91,0.01,0,0.45,0.45,1318.29
0.473,0.465,0.017,0.015,45.04,42.99,0.01,0,0.45,0.45,1328.13
0.471,0.466,0.017,0.015,44.94,42.93,0.01,0,0.449,0.45,1332.75
0.472,0.468,0.017,0.014,44.88,42.95,0.01,0,0.45,0.45,1336.23
0.473,0.468,0.017,0.015,45.03,43.03,0.01,0,0.451,0.45,1334.49
0.473,0.467,0.017,0.015,45.08,42.93,0.01,0,0.449,0.45,1326.97
0.472,0.467,0.017,0.015,44.94,42.88,0.01,0,0.45,0.45,1324.07
0.472,0.467,0.017,0.015,44.91,42.93,0.01,0,0.45,0.45,1321.76
0.472,0.467,0.017,0.015,45.01,42.93,0.01,0,0.45,0.45,1317.13
0.471,0.467,0.017,0.014,44.96,42.97,0.01,0,0.45,0.45,1314.81
0.474,0.467,0.017,0.015,44.91,42.97,0.01,0,0.451,0.45,1315.39
0.473,0.468,0.017,0.014,45.01,42.98,0.01,0,0.449,0.45,1318.87
0.472,0.468,0.017,0.014,44.94,42.93,0.01,0,0.45,0.45,1319.44
0.473,0.466,0.017,0.014,44.99,42.98,0.01,0,0.451,0.45,1319.44
0.474,0.468,0.017,0.015,45.0,43.02,0.01,0,0.45,0.45,1318.29
0.471,0.467,0.017,0.015,45.04,43.0,0.01,0,0.45,0.45,1320.02
0.472,0.468,0.017,0.015,44.9,43.0,0.01,0,0.449,0.45,1323.5
0.473,0.466,0.017,0.014,45.02,42.91,0.01,0,0.451,0.45,1325.81
0.471,0.467,0.017,0.014,45.04,42.95,0.01,0,0.449,0.45,1331.6
0.473,0.467,0.017,0.015,45.02,42.93,0.01,0,0.45,0.45,1338.54
0.472,0.467,0.017,0.015,44.9,42.97,0.01,0,0.45,0.45,1342.01
0.473,0.466,0.017,0.015,44.95,42.91,0.01,0,0.451,0.45,1352.43
0.473,0.468,0.017,0.015,44.92,43.02,0.01,0,0.451,0.45,1354.17
0.473,0.469,0.017,0.015,45.09,43.02,0.01,0,0.449,0.45,1362.27
0.473,0.467,0.017,0.015,45.08,43.04,0.01,0,0.449,0.45,1362.85
0.473,0.468,0.017,0.015,45.01,43.01,0.01,0,0.45,0.45,1361.11
0.473,0.468,0.017,0.015,45.08,43.02,0.01,0,0.45,0.45,1354.17
0.471,0.467,0.017,0.014,45.08,42.94,0.01,0,0.449,0.45,1342.01
