pump_1_pressure,pump_2_pressure,pump_3_pressure,pump_4_pressure,pump_1_frequency,pump_2_frequency,pump_3_frequency,pump_4_frequency,sum_pressure,target_pressure,flow
0.377,0.377,0.016,0.013,42.85,43.7,0.01,0,0.35,0.42,2526.04
0.376,0.376,0.016,0.013,42.82,43.69,0.01,0,0.35,0.42,2539.93
0.375,0.376,0.016,0.013,42.85,43.68,0.01,0,0.35,0.42,2537.04
0.376,0.377,0.016,0.013,42.8,43.69,0.01,0,0.351,0.42,2531.25
0.378,0.378,0.016,0.013,42.91,43.68,0.01,0,0.35,0.42,2515.63
0.376,0.376,0.016,0.013,42.85,43.68,0.01,0,0.349,0.42,2508.68
0.375,0.377,0.016,0.013,42.83,43.66,0.01,0,0.35,0.42,2504.63
0.376,0.378,0.016,0.013,42.86,43.68,0.01,0,0.35,0.42,2501.74
0.375,0.377,0.016,0.013,42.83,43.67,0.01,0,0.35,0.42,2501.74
0.375,0.377,0.016,0.013,42.84,43.64,0.01,0,0.349,0.42,2495.95
0.375,0.376,0.016,0.013,42.84,43.63,0.01,0,0.349,0.42,2500.0
0.376,0.375,0.016,0.013,42.78,43.62,0.01,0,0.35,0.42,2494.21
0.376,0.377,0.016,0.013,42.79,43.62,0.01,0,0.35,0.42,2495.37
0.375,0.376,0.016,0.013,42.77,43.6,0.01,0,0.35,0.42,2490.74
0.377,0.376,0.016,0.013,42.83,43.61,0.01,0,0.35,0.42,2486.69
0.375,0.378,0.016,0.013,42.82,43.62,0.01,0,0.35,0.42,2482.06
0.376,0.377,0.016,0.013,42.8,43.62,0.01,0,0.35,0.42,2479.75
0.375,0.377,0.016,0.013,42.8,43.61,0.01,0,0.35,0.42,2478.59
0.376,0.377,0.016,0.013,42.79,43.63,0.01,0,0.35,0.42,2468.75
0.375,0.375,0.016,0.013,42.74,43.6,0.01,0,0.35,0.42,2455.44
0.376,0.377,0.016,0.013,42.79,43.61,0.01,0,0.35,0.42,2447.92
0.376,0.378,0.016,0.013,42.75,43.61,0.01,0,0.349,0.42,2447.34
0.377,0.379,0.016,0.013,42.77,43.62,0.01,0,0.352,0.42,2445.02
0.377,0.378,0.016,0.013,42.86,43.67,0.01,0,0.35,0.42,2448.5
0.374,0.376,0.016,0.013,42.75,43.59,0.01,0,0.349,0.42,2447.92
0.376,0.376,0.016,0.013,42.76,43.59,0.01,0,0.35,0.42,2442.13
0.444,0.444,0.015,0.013,44.99,45.34,0.01,0,0.421,0.42,2163.77
0.445,0.444,0.015,0.013,44.91,45.35,0.01,0,0.42,0.42,2156.25
0.443,0.444,0.015,0.013,44.89,45.34,0.01,0,0.42,0.42,2165.51
0.443,0.444,0.015,0.013,44.95,45.36,0.01,0,0.42,0.42,2146.99
0.444,0.443,0.015,0.013,44.95,45.36,0.01,0,0.42,0.42,2157.41
0.444,0.444,0.015,0.013,44.91,45.36,0.01,0,0.421,0.42,2146.99
0.444,0.444,0.015,0.013,44.94,45.37,0.01,0,0.42,0.42,2150.46
0.444,0.445,0.015,0.013,45.01,45.38,0.01,0,0.42,0.42,2152.2
0.445,0.444,0.015,0.013,44.95,45.38,0.01,0,0.42,0.42,2151.04
0.444,0.444,0.015,0.013,45.03,45.37,0.01,0,0.42,0.42,2150.46
0.443,0.444,0.015,0.013,44.91,45.37,0.01,0,0.421,0.42,2152.2
0.445,0.445,0.015,0.013,45.07,45.38,0.01,0,0.419,0.42,2168.98
0.443,0.442,0.015,0.013,44.97,45.37,0.01,0,0.419,0.42,2167.25
0.445,0.444,0.015,0.013,45.02,45.37,0.01,0,0.42,0.42,2162.62
0.444,0.445,0.015,0.013,45.03,45.38,0.01,0,0.421,0.42,2163.77
0.445,0.444,0.015,0.013,44.91,45.38,0.01,0,0.421,0.42,2162.04
0.444,0.444,0.015,0.013,45.06,45.38,0.01,0,0.421,0.42,2158.56
0.445,0.444,0.015,0.013,44.95,45.36,0.01,0,0.419,0.42,2150.46
0.445,0.444,0.015,0.013,44.99,45.38,0.01,0,0.421,0.42,2151.04
0.446,0.444,0.015,0.013,45.07,45.37,0.01,0,0.419,0.42,2151.04
0.444,0.443,0.015,0.013,44.93,45.35,0.01,0,0.419,0.42,2152.2
0.445,0.445,0.015,0.013,44.96,45.35,0.01,0,0.42,0.42,2158.56
